year,month,day,USD_EUR_value,USD_EGP,EUR_EGP,cpi_rate,cpi_base_2010,RealInterestRate,InterestRate,XAU_Price,gdp_rate,UnemploymentRate,EUR/USD
1990,5,31,1,2.6892,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2117
1990,6,1,1,2.6892,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2096
1990,6,4,1,2.6967,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2167
1990,6,5,1,2.6967,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2188
1990,6,6,1,2.6967,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.217
1990,6,7,1,2.6892,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2136
1990,6,8,1,2.6892,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2113
1990,6,11,1,2.6967,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2138
1990,6,12,1,2.6992,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2195
1990,6,13,1,2.7092,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2167
1990,6,14,1,2.7092,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2248
1990,6,15,1,2.7092,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2184
1990,6,18,1,2.7167,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2305
1990,6,19,1,2.7067,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2344
1990,6,20,1,2.7067,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2306
1990,6,21,1,2.7067,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2307
1990,6,22,1,2.7192,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.232
1990,6,25,1,2.7092,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2302
1990,6,26,1,2.7092,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.235
1990,6,27,1,2.7092,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2395
1990,6,28,1,2.7192,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2374
1990,6,29,1,2.7192,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2365
1990,7,2,1,2.7192,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2465
1990,7,3,1,2.7192,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2506
1990,7,4,1,2.7167,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2561
1990,7,5,1,2.7167,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2535
1990,7,6,1,2.7167,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2511
1990,7,9,1,2.7067,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2565
1990,7,10,1,2.7067,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2605
1990,7,11,1,2.7067,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.254
1990,7,12,1,2.7167,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2475
1990,7,13,1,2.7167,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2603
1990,7,16,1,2.7067,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2534
1990,7,17,1,2.7167,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.258
1990,7,18,1,2.7167,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2615
1990,7,19,1,2.7067,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.263
1990,7,20,1,2.7067,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2624
1990,7,23,1,2.7067,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.274
1990,7,24,1,2.7092,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2771
1990,7,25,1,2.7092,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2775
1990,7,26,1,2.7067,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2765
1990,7,27,1,2.7067,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2835
1990,7,30,1,2.7167,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2877
1990,7,31,1,2.7167,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.3047
1990,8,1,1,2.7067,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.3005
1990,8,2,1,2.7267,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.3009
1990,8,3,1,2.7167,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.2995
1990,8,6,1,2.7067,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.3157
1990,8,7,1,2.7167,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.3121
1990,8,8,1,2.7267,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.3048
1990,8,9,1,2.7267,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.3045
1990,8,10,1,2.7267,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.305
1990,8,13,1,2.7167,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.3182
1990,8,14,1,2.7167,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.3245
1990,8,15,1,2.7067,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.3305
1990,8,16,1,2.7067,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.3265
1990,8,20,1,2.7067,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.331
1990,8,21,1,2.7067,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.3224
1990,8,22,1,2.6967,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.3279
1990,8,23,1,2.6967,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.3335
1990,8,24,1,2.6967,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.3388
1990,8,27,1,2.7067,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.3403
1990,8,28,1,2.7167,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.338
1990,8,29,1,2.7167,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.3367
1990,8,30,1,2.7267,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.3268
1990,8,31,1,2.7267,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.316
1990,9,3,1,2.7267,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.3083
1990,9,4,1,2.7367,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.3087
1990,9,5,1,2.7367,,,19.1471871327422,1.06753529927366,,,5.66702915715834,,1.3235
